Datetime,Load
2023-01-01 00:00:00,97.77623976390616
2023-01-01 01:00:00,103.22599482040398
2023-01-01 02:00:00,105.55808258440028
2023-01-01 03:00:00,109.09209838147852
2023-01-01 04:00:00,107.49849776979735
2023-01-01 05:00:00,108.6089186485344
2023-01-01 06:00:00,108.85723966849172
2023-01-01 07:00:00,107.81109258739647
2023-01-01 08:00:00,103.43515601245718
2023-01-01 09:00:00,108.97180717665928
2023-01-01 10:00:00,106.63289016190265
2023-01-01 11:00:00,99.54043845579349
2023-01-01 12:00:00,99.14390787164753
2023-01-01 13:00:00,95.92699587473645
2023-01-01 14:00:00,93.59331239658519
2023-01-01 15:00:00,88.64969087598205
2023-01-01 16:00:00,90.08079604030712
2023-01-01 17:00:00,91.53618267093452
2023-01-01 18:00:00,95.11897606207559
2023-01-01 19:00:00,91.12920778086851
2023-01-01 20:00:00,91.58418429260098
2023-01-01 21:00:00,91.89806086394962
2023-01-01 22:00:00,93.79949229978817
2023-01-01 23:00:00,99.30668919106806
2023-01-02 00:00:00,100.58206800252437
2023-01-02 01:00:00,101.31707097047594
2023-01-02 02:00:00,102.9568956106488
2023-01-02 03:00:00,106.74755703907043
2023-01-02 04:00:00,107.5929564301594
2023-01-02 05:00:00,109.64820253825043
2023-01-02 06:00:00,109.54109909233608
2023-01-02 07:00:00,110.43795608940293
2023-01-02 08:00:00,106.13001580999911
2023-01-02 09:00:00,109.25505234058082
2023-01-02 10:00:00,110.55662608310487
2023-01-02 11:00:00,104.97546989958985
2023-01-02 12:00:00,100.43727663210773
2023-01-02 13:00:00,99.17533162687202
2023-01-02 14:00:00,92.9818293142698
2023-01-02 15:00:00,89.76234376106076
2023-01-02 16:00:00,92.88714679582299
2023-01-02 17:00:00,89.2644584137834
2023-01-02 18:00:00,87.3066438052773
2023-01-02 19:00:00,88.5795592050151
2023-01-02 20:00:00,89.07864135279247
2023-01-02 21:00:00,93.19778995339057
2023-01-02 22:00:00,96.16424558942606
2023-01-02 23:00:00,99.1873064681615
2023-01-03 00:00:00,101.78866466021752
2023-01-03 01:00:00,104.09818604551467
2023-01-03 02:00:00,104.58566821979085
2023-01-03 03:00:00,105.82411302189554
2023-01-03 04:00:00,105.64394745874942
2023-01-03 05:00:00,111.85855221446033
2023-01-03 06:00:00,109.64453575745868
2023-01-03 07:00:00,108.83849164551809
2023-01-03 08:00:00,111.0196867272458
2023-01-03 09:00:00,105.27465193295413
2023-01-03 10:00:00,106.66959083846086
2023-01-03 11:00:00,103.18131321968315
2023-01-03 12:00:00,97.92434024696907
2023-01-03 13:00:00,97.26020205891842
2023-01-03 14:00:00,96.94592706751159
2023-01-03 15:00:00,94.52012311592641
2023-01-03 16:00:00,94.33061446792257
2023-01-03 17:00:00,91.01710424109595
2023-01-03 18:00:00,96.74459250725334
2023-01-03 19:00:00,88.49996012697456
2023-01-03 20:00:00,90.54246918212522
2023-01-03 21:00:00,92.80720401318501
2023-01-03 22:00:00,92.16249908281719
2023-01-03 23:00:00,99.49679278365365
2023-01-04 00:00:00,101.80706498125167
2023-01-04 01:00:00,102.62619111314949
2023-01-04 02:00:00,103.93116709265297
2023-01-04 03:00:00,104.0809600702368
2023-01-04 04:00:00,107.08173738044854
2023-01-04 05:00:00,111.14668083043314
2023-01-04 06:00:00,109.57567715657675
2023-01-04 07:00:00,108.80552067481125
2023-01-04 08:00:00,109.663150700894
2023-01-04 09:00:00,109.38744111772955
2023-01-04 10:00:00,105.51423374011259
2023-01-04 11:00:00,103.21721624275155
2023-01-04 12:00:00,102.74372426709957
2023-01-04 13:00:00,97.76291613688446
2023-01-04 14:00:00,94.38142290711086
2023-01-04 15:00:00,94.27518319368251
2023-01-04 16:00:00,90.82648559677051
2023-01-04 17:00:00,89.60509028884378
2023-01-04 18:00:00,92.54746724027912
2023-01-04 19:00:00,89.75683639545807
2023-01-04 20:00:00,86.02939386702866
2023-01-04 21:00:00,93.61996807591204
2023-01-04 22:00:00,94.20896709683942
2023-01-04 23:00:00,96.83353583603491
2023-01-05 00:00:00,100.90587265306701
2023-01-05 01:00:00,102.25606863432306
2023-01-05 02:00:00,105.42987766018949
2023-01-05 03:00:00,103.026437945474
2023-01-05 04:00:00,106.77414042090987
2023-01-05 05:00:00,112.46717574020927
2023-01-05 06:00:00,109.96289839097672
2023-01-05 07:00:00,106.31224901891024
2023-01-05 08:00:00,106.51519036897307
2023-01-05 09:00:00,105.08589545305908
2023-01-05 10:00:00,105.20469536509934
2023-01-05 11:00:00,101.7229718899292
2023-01-05 12:00:00,98.68163539512706
2023-01-05 13:00:00,97.41968415783764
2023-01-05 14:00:00,95.95550819886704
2023-01-05 15:00:00,92.41087489865674
2023-01-05 16:00:00,90.19032754692883
2023-01-05 17:00:00,89.49774529642954
2023-01-05 18:00:00,90.67964192837329
2023-01-05 19:00:00,90.32598143722018
2023-01-05 20:00:00,92.87433963956843
2023-01-05 21:00:00,90.62934703314579
2023-01-05 22:00:00,93.44932778808611
2023-01-05 23:00:00,98.95809126075326
2023-01-06 00:00:00,98.39634431330057
2023-01-06 01:00:00,105.35622188889057
2023-01-06 02:00:00,107.81041061175637
2023-01-06 03:00:00,109.85571931884925
2023-01-06 04:00:00,106.89897240078483
2023-01-06 05:00:00,109.81304816005982
2023-01-06 06:00:00,109.01313503559335
2023-01-06 07:00:00,111.50558347957458
2023-01-06 08:00:00,112.07346394520134
2023-01-06 09:00:00,108.81824664313625
2023-01-06 10:00:00,105.01828869148028
2023-01-06 11:00:00,101.85711185736011
2023-01-06 12:00:00,101.29817346525819
2023-01-06 13:00:00,94.96606247562421
2023-01-06 14:00:00,96.07267206476415
2023-01-06 15:00:00,91.09955032561197
2023-01-06 16:00:00,92.58084239407907
2023-01-06 17:00:00,90.01886698338319
2023-01-06 18:00:00,89.22347120204677
2023-01-06 19:00:00,88.56971698945162
2023-01-06 20:00:00,90.62625591061922
2023-01-06 21:00:00,94.04117578520241
2023-01-06 22:00:00,97.08772122183734
2023-01-06 23:00:00,98.46470587164416
2023-01-07 00:00:00,102.7277730488342
2023-01-07 01:00:00,107.66651588356387
2023-01-07 02:00:00,104.35101808434217
2023-01-07 03:00:00,106.65933437767448
2023-01-07 04:00:00,105.78017114247677
2023-01-07 05:00:00,112.04071277511795
2023-01-07 06:00:00,112.59879362852898
2023-01-07 07:00:00,107.9249659507916
2023-01-07 08:00:00,109.8955357288667
2023-01-07 09:00:00,109.50520940582571
2023-01-07 10:00:00,105.45257653899776
2023-01-07 11:00:00,104.28299331617848
2023-01-07 12:00:00,100.349666023983
2023-01-07 13:00:00,94.97809976425636
2023-01-07 14:00:00,97.09869478464175
2023-01-07 15:00:00,95.57914351116293
2023-01-07 16:00:00,92.80874809191569
2023-01-07 17:00:00,88.43174721318648
2023-01-07 18:00:00,88.49764115067214
2023-01-07 19:00:00,88.07988563086825
2023-01-07 20:00:00,92.87970068201716
2023-01-07 21:00:00,95.46571123294228
