Price,Open,High,Low,Close,Volume,Return,MA10,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2020-01-16,75.73614052978684,76.24573732895618,75.37387064834499,76.13463592529297,108829200,0.012526607804387746,74.26508941650391,0.012766520223977498
2020-01-17,76.38339587903954,76.97993392443253,76.07667669301796,76.97752380371094,137816400,0.011071017391415028,74.77951202392578,0.011770617704129006
2020-01-21,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200,-0.006776781394065456,75.18453063964844,0.012534948266557431
2020-01-22,76.94130817856995,77.28184283508286,76.6345889237427,76.7287826538086,101832400,0.0035696241865887934,75.65089416503906,0.012048231938720838
2020-01-23,76.78188487821575,77.17796271987189,76.23364516080848,77.0982666015625,104472000,0.00481545431811381,76.03828048706055,0.011553824735673433
2020-01-24,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,146537600,-0.002881620800868956,76.24791412353515,0.010288028713190229
2020-01-27,74.88360812840847,75.29659377968004,73.63257108817264,74.61553192138672,161940000,-0.029405325603514942,76.21458511352539,0.014492239387223604
2020-01-28,75.49704725649863,76.89782122944564,75.39802593452413,76.72634887695312,162234000,0.02828924355575624,76.2322151184082,0.01575554337765251
2020-01-29,78.35899064388555,79.1801343637196,77.6175430675433,78.3324203491211,216229200,0.02093246317172781,76.51381988525391,0.016151483185683022
2020-01-30,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200,-0.0014491797996861733,76.81643753051758,0.01601834164627198
2020-01-31,77.50884783770134,77.9314960376563,74.45612410034879,74.75077056884766,199588400,-0.044338796688511484,76.67805099487305,0.021750399080183037
2020-02-03,73.49247724374133,75.71198454702287,72.99013293890515,74.54547882080078,173788400,-0.0027463495892365852,76.43484649658203,0.021288770230452683
2020-02-04,76.15156392051648,77.19732071778674,75.74582331404561,77.00652313232422,136616400,0.0330139983061819,76.48991241455079,0.024044517825654147
2020-02-05,78.13437974665777,78.43386124893598,77.03066957303884,77.63445281982422,118826800,0.008154240211845298,76.58047943115234,0.024142888725983486
2020-02-06,77.90494263047137,78.544951365906,77.34704752803583,78.54253387451172,105425600,0.011696882269460973,76.72490615844727,0.024347046517109217
2020-02-07,78.0414266120576,78.29077542045333,76.98350975131173,77.47494506835938,117684000,-0.013592492544969859,76.78479080200195,0.024822799625557435
2020-02-10,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.004749282998890436,77.10752716064454,0.022397105473202075
2020-02-11,78.33917517981024,78.41179815824636,77.15536891605744,77.37324523925781,94323200,-0.0060333093404465465,77.172216796875,0.02092286406538783
2020-02-12,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400,0.023747750078736196,77.26004333496094,0.021236872733677678
2020-02-13,78.48201230906955,78.97344754144679,78.27866056338509,78.6466293334961,94747600,-0.0071209634317164205,77.30281600952148,0.021394209402414866
2020-02-14,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600,0.00024620766947558437,77.69433822631837,0.01448221918144052
2020-02-18,76.34438761760448,77.40715079471983,76.16282276038466,77.2255859375,152531200,-0.018310412787078234,77.96234893798828,0.016170418204707968
2020-02-19,77.46765770370357,78.57399446337855,77.46765770370357,78.34400939941406,93984000,0.014482550677170858,78.09609756469726,0.013225773774354419
2020-02-20,78.1043410564765,78.59335295390206,77.0343158542038,77.54027557373047,100566000,-0.010259033611440427,78.0866798400879,0.013521594108846131
2020-02-21,77.13358724414647,77.57660960627356,75.1678463572217,75.78516387939453,129554000,-0.022634839525003447,77.81094284057617,0.014531389743824752
2020-02-24,71.96262546916086,73.63785968182607,70.01867143670297,72.18534088134766,222195200,-0.047500365688668,77.281982421875,0.020059672510051006
2020-02-25,72.85593184219474,73.23842524425972,69.26820830101296,69.74027252197266,230673600,-0.033872089949592454,76.47172012329102,0.021257612308866893
2020-02-26,69.3650279213828,72.11271051529036,69.35776562363947,70.84659576416016,198054800,0.015863477474065357,75.81905517578124,0.02286186224677481
2020-02-27,68.05049624740387,69.23671826456818,66.07990918137826,66.2154769897461,320605600,-0.06536826116290051,74.51953430175782,0.026028877991233084
2020-02-28,62.27916414492055,67.39929122080478,62.06370365251087,66.17675018310547,426510000,-0.0005848603438531885,73.27254638671874,0.026396464283288977
2020-03-02,68.3361564954498,72.97453333535833,67.23224297649529,72.33784484863281,341397200,0.09310059270786364,72.6397315979004,0.043710124714182376
2020-03-03,73.51438495619033,73.59427022253612,69.18829451063576,70.04044342041016,319475600,-0.03175932920077973,71.92121734619141,0.044282569699394446
2020-03-04,71.76412641873794,73.44904647858813,70.96282065269989,73.28926849365234,219178400,0.04638498722433071,71.41574325561524,0.04720338776345877
2020-03-05,71.54139095760931,72.51699913623247,70.54641911205819,70.91197204589844,187572800,-0.03243716981511158,70.75291290283204,0.04795829814847071
2020-03-06,68.26837793734198,70.40358216932741,68.08197403311165,69.97024536132812,226176800,-0.013280221342043208,70.17142105102539,0.04772922022190411
2020-03-09,63.8503047343462,67.32182373363995,63.668739886760385,64.4361572265625,286744800,-0.0790920212754358,69.39650268554688,0.05160032021586768
2020-03-10,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,285290000,0.07202156438911,69.33017044067383,0.05678593402247168
2020-03-11,67.15235879986956,68.07954658211698,65.81361374090199,66.67786407470703,255598800,-0.03473063005809329,68.91329727172851,0.05751273754913887
2020-03-12,61.95960879581329,65.36334381218688,60.03744172378647,60.09312057495117,418474000,-0.09875456556883999,68.30106163024902,0.062211084503624156
2020-03-13,64.12628289000264,67.76484191547881,61.235766409905956,67.29277038574219,370732000,0.11980822000766711,68.4126636505127,0.07426796090628014
2020-03-16,58.572824040441446,62.719762997738265,58.10075613562878,58.63576889038086,322423600,-0.12864682856325904,67.0424560546875,0.07777216541316143
2020-03-17,59.9188176066588,62.363888604538765,57.71340983694092,61.21398162841797,324056000,0.043969965548794177,66.15980987548828,0.07994540713570776
2020-03-18,58.04507047998226,60.52161388588787,57.40353915642415,59.7154655456543,300233600,-0.024479964264700005,64.80242958068848,0.0774469100520667
2020-03-19,59.88976893183757,61.209139394324836,58.73259595357314,59.2579231262207,271857200,-0.007662042240695444,63.6370246887207,0.0773143517379609
2020-03-20,59.8389270162078,60.96463122654848,55.195710672226056,55.49589920043945,401693200,-0.06348558517260305,62.18959007263184,0.07879996991989027
2020-03-23,55.21508274022157,55.31675861475192,51.47000473892812,54.31694030761719,336752800,-0.021244072261341618,61.1776683807373,0.07606439483507962
2020-03-24,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200,0.10032537717204892,60.24660415649414,0.08005604837426483
2020-03-25,60.7031839918948,62.518832565929536,59.141726957014214,59.43707275390625,303602000,-0.0055087069764508945,59.522525024414065,0.07964574032446775
2020-03-26,59.67914581295788,62.622913898421515,59.64041109887326,62.564815521240234,252087200,0.05262275920424475,59.76969451904297,0.07484066341102417
2020-03-27,61.187358323126006,61.9426669648738,59.807466114568854,59.97450637817383,204216800,-0.04140201040290792,59.037868118286134,0.06436841985962151
2020-03-30,60.700764195325654,61.85793725267391,60.376365510763634,61.68605422973633,167976400,0.02853792310969938,59.34289665222168,0.049537775904908266
2020-03-31,61.877297942194495,63.545269736802034,61.00578524680458,61.56016159057617,197002000,-0.0020408606245310157,59.3775146484375,0.047740688287822054
2020-04-01,59.67431113291772,60.21174335831203,57.890135142365466,58.321048736572266,176218400,-0.05261702975288751,59.2380729675293,0.05021156875608954
2020-04-02,58.18305925799057,59.34749454652656,57.350281239576255,59.29423522949219,165934000,0.0166867111274982,59.24170417785645,0.05045571707256308
2020-04-03,58.77859292542469,59.48064217824671,57.85140134510496,58.44209289550781,129880000,-0.014371419593932622,59.53632354736328,0.045619527048363334
2020-04-06,60.73949357260216,63.6953672894155,60.371524799496335,63.540435791015625,201820400,0.08723751397170965,60.458673095703126,0.05097852430311115
2020-04-07,65.55700704789928,65.7748907610296,62.700389921682174,62.80448532104492,202887200,-0.011582395695101,60.762490844726564,0.04216229607716734
2020-04-08,63.60580460540187,64.72666628175166,63.24025901440216,64.41195678710938,168895200,0.025594851352532588,61.259979248046875,0.04238561169076878
2020-04-09,65.04862618518483,65.38028340961694,64.0802804727914,64.87673950195312,161834800,0.007215783187272562,61.49117164611816,0.03951203118332622
2020-04-13,64.95422341312944,66.25907309767462,64.35384627795469,66.15013122558594,131022800,0.019627862519115524,62.108734130859375,0.03624216143363512
2020-04-14,67.78419941029469,69.78141242863373,67.31212792353071,69.49090576171875,194994800,0.05050291623368164,62.88921928405762,0.03808060547572768
2020-04-15,68.36520850392205,69.3166064306414,67.93671816899065,68.85664367675781,131154400,-0.009127267489299928,63.61886749267578,0.038448017072410266
2020-04-16,69.57081070155868,69.76932337939922,68.35311605698439,69.40377044677734,157125200,0.007945882064597454,64.72713966369629,0.031249217362910094
2020-04-17,68.91960605068904,69.46672390302615,67.02406462466632,68.4620590209961,215250000,-0.013568591730955148,65.64392204284668,0.03281311400326132
2020-04-20,67.28794093663315,68.19091879039594,67.02164432762936,67.04100799560547,130015200,-0.020756767262211873,66.50381355285644,0.033501944579688595
2020-04-21,66.88365501834329,67.11847920865577,64.25701512989387,64.96875,180991600,-0.03091030486506563,66.64664497375489,0.024566789368379555
2020-04-22,66.23726476615465,67.2758176226008,65.89592940016834,66.8400650024414,116862400,0.028803309320887482,67.05020294189453,0.02530406793096031
2020-04-23,66.78436821240062,68.20783730340362,66.5422818333291,66.58101654052734,124814400,-0.003875646468994298,67.26710891723633,0.02454199052693186
