images/5291.jpg	2
images/4813.jpg	1
images/27358.jpg	1
images/53617.jpg	3
images/17403.jpg	0
images/29635.jpg	1
images/20944.jpg	2
images/12077.jpg	1
images/59994.jpg	1
images/37602.jpg	1
images/40312.jpg	2
images/56289.jpg	1
images/9139.jpg	2
images/43342.jpg	2
images/56955.jpg	2
images/38737.jpg	0
images/5494.jpg	1
images/3402.jpg	0
images/28657.jpg	2
images/42879.jpg	0
images/5673.jpg	2
images/57494.jpg	2
images/30311.jpg	1
images/26983.jpg	1
images/43659.jpg	1
images/59418.jpg	1
images/10797.jpg	1
images/7291.jpg	1
images/34524.jpg	2
images/58239.jpg	0
images/27881.jpg	1
images/23534.jpg	4
images/15152.jpg	1
images/29472.jpg	0
images/9131.jpg	2
images/58505.jpg	1
images/7182.jpg	1
images/57918.jpg	0
images/35304.jpg	0
images/47214.jpg	2
images/56947.jpg	2
images/39769.jpg	1
images/16059.jpg	1
images/3791.jpg	1
images/26717.jpg	1
images/33027.jpg	1
images/19834.jpg	1
images/21843.jpg	1
images/33945.jpg	1
images/19400.jpg	1
images/46412.jpg	1
images/51458.jpg	1
images/30083.jpg	0
images/12830.jpg	1
images/31927.jpg	0
images/6943.jpg	1
images/7935.jpg	1
images/28849.jpg	1
images/27300.jpg	1
images/21294.jpg	0
images/47366.jpg	0
images/16039.jpg	1
images/48195.jpg	0
images/30957.jpg	1
images/54896.jpg	1
images/2923.jpg	1
images/38441.jpg	0
images/5265.jpg	0
images/58445.jpg	0
images/26329.jpg	0
images/17546.jpg	1
images/12182.jpg	1
images/49362.jpg	2
images/27998.jpg	1
images/52043.jpg	1
images/14605.jpg	0
images/2689.jpg	1
images/3339.jpg	1
images/34495.jpg	1
images/41598.jpg	1
images/31984.jpg	0
images/37746.jpg	1
images/26231.jpg	1
images/23723.jpg	0
images/22337.jpg	1
images/11389.jpg	1
images/22590.jpg	1
images/27859.jpg	1
images/24768.jpg	2
images/53127.jpg	2
images/32952.jpg	2
images/10630.jpg	2
images/2230.jpg	2
images/9127.jpg	2
images/14836.jpg	0
images/57851.jpg	2
images/33932.jpg	0
images/2931.jpg	1
images/40642.jpg	1
images/32024.jpg	0
images/28784.jpg	1
images/7645.jpg	1
images/9305.jpg	1
images/18981.jpg	1
images/2301.jpg	1
images/31150.jpg	1
images/24287.jpg	1
images/49142.jpg	4
images/52459.jpg	1
images/49714.jpg	0
images/11821.jpg	2
images/26387.jpg	1
images/3236.jpg	2
images/44435.jpg	2
images/16897.jpg	0
images/46333.jpg	2
images/45408.jpg	2
images/35588.jpg	2
images/14166.jpg	0
images/53096.jpg	0
images/51589.jpg	1
images/21807.jpg	0
images/25788.jpg	1
images/16064.jpg	1
images/24735.jpg	1
